brand,screen_size,harddisk,cpu,OS,price,integer_ram
Lenovo,11.6,64.0,Celeron,Chrome OS,229.0,4.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,14.0,512.0,Intel,Win,2472.99,16.0
Lg,16.0,4.0,Intel,Win,1919.0,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,16.0,4.0,Ryzen,Win,1317.06,64.0
Acer,15.6,2.0,Intel,Win,2129.99,32.0
Dell,15.6,512.0,Intel,Win,1514.09,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lg,15.6,256.0,Intel,Win,999.99,8.0
Dell,17.0,1.0,Intel,Win,2179.05,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Lenovo,14.0,512.0,Intel,Win,2426.99,16.0
Microsoft,13.5,512.0,Intel,Win,1499.99,16.0
Dell,15.6,2.0,Intel,Win,1436.81,16.0
Hp,14.0,128.0,Intel,Win,328.58,4.0
Dell,15.6,256.0,Intel,Win,1443.6,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Acer,11.6,32.0,Celeron,Chrome OS,295.4,1.0
Dell,13.3,256.0,Intel,Win,729.0,8.0
Hp,12.5,256.0,Intel,Win,209.98,8.0
Dell,14.0,512.0,Intel,Win,1652.99,32.0
Lenovo,15.6,256.0,Intel,Win,1920.57,8.0
Dell,14.0,256.0,Intel,Win,544.0,16.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,16.0,512.0,Ryzen,Win,854.86,16.0
Lenovo,16.0,256.0,Ryzen,Win,1007.0,16.0
Lenovo,14.0,512.0,Intel,Win,1644.31,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Lenovo,14.0,2.0,Ryzen,Win,1131.06,16.0
Hp,12.5,512.0,Intel,Win,307.98,16.0
Msi,14.0,512.0,Intel,Win,699.0,8.0
Dell,15.6,500.0,Intel,Win,529.95,8.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,16.0,1000.0,Ryzen,Win,854.86,16.0
Lg,17.0,512.0,Intel,Win,1469.99,8.0
Hp,15.6,512.0,Intel,Win,2299.0,16.0
Msi,17.3,4.0,Intel,Win,2569.0,64.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,14.0,256.0,Intel,Win,1652.68,16.0
Asus,15.6,512.0,Intel,Win,479.0,12.0
Dell,15.6,1.0,Intel,Win,1681.29,32.0
Acer,14.0,512.0,Intel,Win,599.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Toughbook,14.0,512.0,Intel,Win,749.89,8.0
Lenovo,14.0,512.0,Intel,Win,1049.0,12.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,15.6,1000.0,Intel,Win,342.98,16.0
Samsung,11.6,16.0,Intel,Chrome OS,85.0,2.0
Dell,14.0,512.0,Intel,Win,339.0,16.0
Dell,15.6,320.0,Intel,Win,249.95,4.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,14.0,512.0,Intel,Win,1770.16,16.0
Dell,14.0,2.0,Intel,Win,993.23,64.0
Hp,14.0,256.0,Intel,Win,252.98,4.0
Dell,14.0,256.0,Intel,Win,999.66,32.0
Lenovo,13.0,256.0,Intel,Win,1504.08,16.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Acer,15.6,256.0,Intel,Win,436.11,8.0
Lenovo,15.6,128.0,Pentium,Win,458.14,12.0
Acer,16.0,1.0,Intel,Win,1849.0,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,14.0,256.0,Intel,Win,1713.59,16.0
Lenovo,13.3,512.0,Intel,Win,1730.95,16.0
Hp,15.6,128.0,Athlon,Win,288.0,4.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,15.6,256.0,Intel,Win,714.34,32.0
Dell,14.0,2.0,Intel,Win,1406.04,64.0
Lenovo,16.0,512.0,Intel,Win,1960.77,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Acer,11.6,16.0,Celeron,Chrome OS,159.95,16.0
Computer upgrade king,17.0,2000.0,Intel,Win,2199.99,64.0
Dell,14.0,2.0,Intel,Win,1419.92,64.0
Msi,17.3,1.0,Intel,Win,3599.0,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Hp,13.3,1.0,Intel,Win,1499.0,16.0
Dell,15.6,512.0,Intel,Win,1734.21,16.0
Dell,15.6,512.0,Intel,Win,873.93,16.0
Dell,16.0,512.0,Intel,Win,1385.98,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Lg,17.0,2.0,Intel,Win,1515.03,16.0
Ctl,14.0,64.0,Celeron,Chrome OS,417.99,8.0
Dell,16.0,512.0,Intel,Win,1193.72,24.0
Hp,14.0,512.0,Intel,Win,1796.25,16.0
Dell,13.4,1.0,Intel,Win,1101.49,16.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,14.0,256.0,Intel,Win,1699.0,16.0
Dell,14.0,128.0,Celeron,Chrome OS,361.65,4.0
Hp,14.0,256.0,Intel,Win,1659.99,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,15.6,512.0,Intel,Win,879.0,16.0
Hp,14.0,512.0,Intel,Win,1963.3,16.0
Dell,11.6,32.0,AMD,Win,289.0,4.0
Lg,14.0,1.0,Intel,Win,1699.99,16.0
Lenovo,17.3,1.0,Ryzen,Win,2899.0,64.0
Dell,15.0,256.0,Intel,Win,1523.03,16.0
Dell,13.3,256.0,Intel,Win,545.0,8.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Acer,11.6,64.0,Celeron,Chrome OS,485.99,8.0
Dell,17.3,512.0,Intel,Win,1998.77,16.0
Lenovo,14.0,256.0,Intel,Win,844.65,8.0
Dell,14.0,2000.0,Intel,Win,2668.91,32.0
Dell,14.0,256.0,Intel,Win,569.77,8.0
Dell,15.6,512.0,Intel,Win,1599.77,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Hp,13.3,256.0,Intel,Win,905.27,8.0
Dell,15.6,2000.0,Intel,Win,3245.46,64.0
Dell,15.6,500.0,Intel,Win,266.98,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,1269.99,32.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Dell,14.0,256.0,Intel,Win,1557.79,16.0
Dell,11.6,512.0,Intel,Win,899.95,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Acer,15.6,256.0,Intel,Win,436.11,8.0
Lenovo,15.6,128.0,Pentium,Win,458.14,12.0
Acer,16.0,1.0,Intel,Win,1849.0,16.0
Lenovo,15.6,256.0,Intel,Win,699.99,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,17.0,4.0,Intel,Win,3799.0,64.0
Dell,13.3,256.0,Intel,Win,807.99,8.0
Lenovo,16.0,1.0,Ryzen,Win,2399.99,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,15.6,256.0,Intel,Win,714.34,32.0
Dell,14.0,2.0,Intel,Win,1406.04,64.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Acer,11.6,16.0,Celeron,Chrome OS,159.95,16.0
Computer upgrade king,17.0,2000.0,Intel,Win,2199.99,64.0
Dell,14.0,2.0,Intel,Win,1419.92,64.0
Msi,17.3,1.0,Intel,Win,3599.0,32.0
Dell,15.6,512.0,Intel,Win,809.0,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Hp,14.0,64.0,Celeron,Win,228.0,4.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,13.3,1.0,Intel,Win,1499.0,16.0
Dell,15.6,512.0,Intel,Win,1734.21,16.0
Dell,15.6,512.0,Intel,Win,873.93,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,16.0,512.0,Intel,Win,1385.98,32.0
Lg,17.0,2.0,Intel,Win,1515.03,16.0
Ctl,14.0,64.0,Celeron,Chrome OS,417.99,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,13.4,1.0,Intel,Win,1101.34,16.0
Dell,14.0,256.0,Intel,Win,1699.0,16.0
Dell,14.0,128.0,Celeron,Chrome OS,361.65,4.0
Hp,14.0,256.0,Intel,Win,1659.99,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,512.0,Intel,Win,879.0,16.0
Hp,14.0,512.0,Intel,Win,1963.3,16.0
Dell,11.6,32.0,AMD,Win,289.0,4.0
Lg,14.0,1.0,Intel,Win,1699.99,16.0
Lenovo,17.3,1.0,Ryzen,Win,2899.0,64.0
Dell,15.0,256.0,Intel,Win,1523.03,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,13.3,256.0,Intel,Win,545.0,8.0
Acer,11.6,64.0,Celeron,Chrome OS,485.99,8.0
Dell,17.3,512.0,Intel,Win,1998.77,16.0
Lenovo,14.0,256.0,Intel,Win,844.65,8.0
Dell,14.0,2000.0,Intel,Win,2668.91,32.0
Dell,14.0,256.0,Intel,Win,569.77,8.0
Dell,15.6,512.0,Intel,Win,1599.77,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,13.3,256.0,Intel,Win,1129.99,8.0
Hp,13.3,256.0,Intel,Win,905.27,8.0
Dell,15.6,2000.0,Intel,Win,3245.46,64.0
Dell,15.6,500.0,Intel,Win,266.98,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,16.0,1000.0,Intel,Win,1269.99,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,14.0,256.0,Intel,Win,696.99,8.0
Dell,14.0,1.0,Intel,Win,880.62,32.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Razer,17.3,1.0,Intel,Win,5599.0,32.0
Lenovo,14.0,256.0,Intel,Win,616.99,8.0
Asus,14.0,128.0,Celeron,Win,432.99,4.0
Dell,13.4,1000.0,Intel,Win,1150.99,32.0
Acer,15.6,32.0,AMD,Chrome OS,344.0,4.0
Msi,14.0,512.0,Intel,Win,1025.01,16.0
Dell,13.0,256.0,Intel,Win,655.99,8.0
Asus,15.6,1.0,Intel,Win,1789.0,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,14.0,512.0,Intel,Win,879.84,16.0
Hp,14.0,512.0,Intel,Win,791.79,16.0
Dell,15.6,2.0,Intel,Win,2175.86,64.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Lenovo,14.0,512.0,Intel,Win,1470.77,16.0
Dell,15.6,256.0,Intel,Win,1531.28,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Acer,14.0,32.0,Celeron,Win,275.0,4.0
Msi,17.3,2.0,Intel,Win,1666.47,32.0
Lg,17.0,2.0,Intel,Win,1850.52,16.0
Dell,14.0,512.0,Intel,Win,1626.18,16.0
Dell,18.0,1000.0,Intel,Win,3098.97,32.0
Dell,17.0,512.0,Intel,Win,3498.77,64.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,15.6,512.0,Intel,Win,890.77,16.0
Dell,15.6,1.0,AMD,Win,835.57,32.0
Dell,17.3,2000.0,Intel,Win,3273.54,64.0
Acer,14.0,512.0,Intel,Win,1099.99,16.0
Lenovo,14.0,512.0,Intel,Win,1379.99,16.0
Lenovo,14.0,512.0,Intel,Win,999.0,16.0
Dell,16.0,512.0,Intel,Win,2199.99,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Lenovo,14.0,256.0,1.2GHz Cortex A13 Processor,Win,743.92,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,15.6,256.0,Intel,Win,739.41,8.0
Dell,14.0,1000.0,Intel,Win,1264.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,13.3,128.0,Intel,Win,999.0,8.0
Lenovo,14.0,256.0,Intel,Win,1188.25,8.0
Dell,13.4,2.0,Intel,Win,1351.34,16.0
Dell,14.0,512.0,Intel,Win,1399.99,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,14.0,512.0,Intel,Win,1817.07,16.0
Hp,14.0,512.0,Intel,Win,1699.0,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,15.6,512.0,Intel,Win,1659.96,16.0
Dell,13.3,256.0,Intel,Win,1376.99,16.0
Hp,15.6,512.0,Ryzen,Win,1147.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Lg,16.0,256.0,Intel,Win,999.0,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,14.0,256.0,Intel,Win,1899.0,16.0
Dell,14.0,512.0,Intel,Win,2070.75,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Lenovo,11.6,500.0,AMD,Win,298.95,4.0
Msi,17.3,512.0,Intel,Win,1989.33,16.0
Asus,15.6,128.0,Ryzen,Win,419.99,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Hp,16.0,512.0,Ryzen,Win,2152.78,16.0
Dell,17.3,512.0,Intel,Win,1245.49,32.0
Dell,13.3,256.0,Intel,Win,740.98,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Acer,15.6,1000.0,Intel,Win,449.99,4.0
Asus,15.6,128.0,A-Series,Win,399.99,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,2.0,Ryzen,Win,971.04,64.0
Dell,17.0,1000.0,Intel,Win,1589.0,32.0
Lenovo,15.6,512.0,Intel,Win,1002.26,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,15.6,512.0,Intel,Win,310.98,16.0
Dell,16.0,2000.0,Intel,Win,4277.34,64.0
Asus,14.0,128.0,Intel,Chrome OS,135.49,4.0
Dell,13.3,512.0,Intel,Win,1099.99,16.0
Acer,14.0,256.0,Intel,Win,1518.88,8.0
Hp,15.6,512.0,Intel,Win,849.49,16.0
Acer,11.0,8.0,Celeron,Chrome OS,379.99,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Best notebooks,17.0,1.0,Intel,Win,4999.0,64.0
Lenovo,13.3,256.0,Ryzen,Win,649.49,8.0
Dell,15.6,1.0,Intel,Win,1598.0,16.0
Dell,13.3,512.0,Intel,Win,1239.77,16.0
Acer,16.0,512.0,Intel,Win,1249.0,16.0
Dell,18.0,1000.0,Intel,Win,2951.99,64.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Alienware,17.3,512.0,Intel,Win,1594.95,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,14.0,2000.0,Intel,Win,1659.67,16.0
Acer,15.6,128.0,Intel,Chrome OS,429.99,4.0
Hp,17.3,256.0,Intel,Win,2299.0,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Samsung,15.6,512.0,Intel,Win,1299.0,16.0
Dell,18.0,1000.0,Intel,Win,2629.98,32.0
Dell,15.6,256.0,Intel,Win,2399.0,16.0
Dell,15.6,1.0,Intel,Win,2000.98,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Acer,15.6,256.0,Intel,Win,519.0,8.0
Dell,14.0,256.0,Intel,Win,600.49,8.0
Dell,13.4,1000.0,Intel,Win,1895.92,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Toughbook,14.0,1.0,Intel,Win,737.99,16.0
Quality refurbished computers,15.6,1.0,Intel,Win,222.88,8.0
Hp,14.0,256.0,Intel,Win,1237.1,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,1000.0,Intel,Win,1271.26,16.0
Dell,15.6,512.0,Intel,Win,1673.48,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Asus,15.6,512.0,Ryzen,Win,848.88,8.0
Msi,15.6,1.0,Intel,Win,2591.48,32.0
Lenovo,14.0,256.0,Intel,Win,739.99,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Hp,15.6,512.0,Intel,Win,2999.0,16.0
Dell,12.3,256.0,Intel,Win,999.0,16.0
Hp,14.0,256.0,Intel,Win,778.0,16.0
Dell,14.0,500.0,Intel,Win,180.0,4.0
Lenovo,14.0,512.0,Intel,Win,1467.99,16.0
Dell,15.6,256.0,Intel,Win,784.09,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,14.0,2.0,Intel,Win,1616.96,64.0
Dell,17.0,1.0,Intel,Win,1999.95,32.0
Hp,14.0,8.0,Intel,Chrome OS,730.11,8.0
Msi,17.3,2.0,Intel,Win,1997.1,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Lenovo,13.3,256.0,Intel,Win,1419.99,16.0
Dell,14.0,256.0,Intel,Win,699.0,8.0
Dell,14.0,512.0,Intel,Win,1668.53,32.0
Acer,15.6,512.0,Intel,Win,859.0,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,15.6,256.0,Intel,Win,1100.72,16.0
Dell,14.0,256.0,Intel,Win,692.99,16.0
Dell,18.0,1000.0,Intel,Win,2298.34,16.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,16.0,512.0,Intel,Win,1161.11,16.0
Dell,15.6,1.0,Intel,Win,2370.07,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Asus,13.3,256.0,Intel,Win,1143.73,8.0
Lenovo,14.0,256.0,Ryzen,Win,781.99,8.0
Lenovo,15.6,1.0,Intel,Win,1539.77,16.0
Dell,16.0,512.0,Intel,Win,1099.99,16.0
Lenovo,14.0,256.0,Intel,Win,699.0,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,14.0,1000.0,Intel,Win,1096.99,16.0
Lenovo,14.0,512.0,Intel,Win,2242.99,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Lpt,15.6,1.0,Ryzen,Win,1799.0,32.0
Dell,14.0,256.0,Intel,Win,1026.13,16.0
Acer,15.6,32.0,Intel,Chrome OS,221.41,4.0
Asus,17.0,512.0,Intel,Win,2799.0,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Dell,13.0,256.0,Intel,Win,750.74,16.0
Dell,13.3,512.0,Intel,Win,798.94,8.0
Dell,15.6,512.0,Intel,Win,1769.77,32.0
Acer,14.0,512.0,Intel,Win,699.8,8.0
Dell,15.6,256.0,Intel,Win,727.53,8.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Dell,15.6,1.0,Intel,Win,1449.81,32.0
Dell,14.0,256.0,Intel,Win,1734.85,16.0
Dell,13.3,256.0,Intel,Win,972.45,16.0
Dell,15.6,1.0,Ryzen,Win,1199.0,16.0
Lenovo,14.0,512.0,Intel,Win,1455.66,16.0
Dell,14.0,256.0,Intel,Win,1065.99,16.0
Lenovo,14.0,256.0,Intel,Win,895.3,8.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Lenovo,14.0,512.0,Intel,Win,449.0,8.0
Msi,15.6,1.0,Intel,Win,3599.0,32.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Lenovo,14.0,128.0,Athlon,Win,244.0,4.0
Lenovo,14.0,256.0,Intel,Win,284.97,8.0
Dell,15.6,1.0,Intel,Win,2579.36,32.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
Rokc,15.6,1000.0,Intel,Win,639.99,20.0
Dell,16.0,1000.0,Intel,Win,899.99,32.0
Rokc,14.0,1000.0,Intel,Win,589.99,8.0
Hp,14.0,320.0,Intel,Win,109.0,4.0
Lenovo,15.6,256.0,Intel,Win,545.0,8.0
Asus,15.6,1.0,Intel,Win,933.45,16.0
Rokc,15.6,1152.0,Pentium,Win,389.99,20.0
Hp,14.0,64.0,Celeron,Win,389.99,16.0
Hp,15.6,1000.0,Pentium,Win,459.99,16.0
Hp,14.0,2.0,Ryzen,Win,1999.0,64.0
Hp,13.5,1.0,Intel,Win,2399.0,16.0
Dell,17.3,2000.0,Intel,Win,3119.23,64.0
Goldengulf,10.1,32.0,A10-7700K,Win,218.86,2.0
Lenovo,14.0,256.0,Intel,Win,811.39,16.0
Hp,15.6,1000.0,Intel,Win,999.99,64.0
